Category,VideoID,Quality,StartTime,EndTime,split,Visual_clue,Audio_clue,Vision_Key_Elements,Vision_cues_list,Audio_cues_list,Visual_Timeclue,Audio_Timeclue,Time_text
"Rodents, rats, mice",AWH7nE0vekg,good,0,10,train,A black and white guinea pig peeks out from a hollow log. A gray and white guinea pig approaches the log and sniffs at the black and white guinea pig. The black and white guinea pig retreats back into the log. The gray and white guinea pig continues to sniff around the log. The black and white guinea pig emerges from the log again. The gray and white guinea pig moves away from the log and towards a pink plastic igloo. The black and white guinea pig follows the gray and white guinea pig.,"The audio features the distinct sounds of rodents, specifically rats or mice, engaged in scurrying and rhythmic nibbling. The environment suggests a contained, enclosed space with minimal background noise.","[Vision-Key-Elements]
- Person (Pose/Action): 
- Objects: hollow log, pink plastic igloo, black and white guinea pig, gray and white guinea pig
- Scene: outdoors, possibly a cage or enclosure
- Motion: guinea pigs moving around, gray and white guinea pig moving away from log
- Interaction: black and white guinea pig retreats back into log, black and white guinea pig emerges from log, black and white guinea pig follows gray and white guinea pig
- Visual Cues: black and white guinea pig peeking out from log, gray and white guinea","[black and white guinea pig peeking out from log, black and white guinea pig emerging from log, black and white guinea pig following gray and white guinea pig, gray and white guinea pig moving away from log]","[guinea pigs, scurrying rodents, nibbling sounds, contained environment]","The video begins with three guinea pigs in a grassy area. One is black, one is gray and white, and one is black and white. They are near a blue bowl of food and a brown hollowed out log. The black and white guinea pig is inside the log, while the gray and white guinea pig sniffs the black guinea pig. The gray and white guinea pig then moves to the pink plastic container behind the black guinea pig. Finally, the gray and white guinea pig returns to the front of the log.","Start: A guinea pig is softly squealing, resting peacefully on a blanket. Then: Multiple guinea pigs are seen gathered together, exhibiting playful social behaviors and contentment. Next: Sudden shift to a high-pitched chirping sound, possibly mimicking bird calls, though unclear. Finally: Return to the peaceful guinea pig scene","The video begins with three guinea pigs in a grassy area, with one black, one gray and white, and one black and white guinea pig interacting with each other, and their surroundings, including a blue bowl of food and a brown hollowed out log. The black and white guinea pig is inside the log, while the gray and white guinea pig sniffs the black guinea pig, then moves to the pink plastic container behind the black guinea pig, and finally returns to the front of the log. Meanwhile, the audio shifts from a soft guinea pig squeal to a scene of playful social behavior among the guinea pigs, followed by a sudden high-pitched chirping sound, before returning to the peaceful guinea pig scene."
"Rodents, rats, mice",E42iUkOceR4,good,0,10,train,"The video shows four guinea pigs in a cage. Two of the guinea pigs are eating hay, one is sniffing the hay, and the other is looking at the camera. The guinea pigs are all brown and white. The cage is made of metal and has a wire mesh door. There is a glass bowl with hay on the floor of the cage.","A quiet, ambient recording dominated by faint rodent noises. The audio remains muffled and lacks a clear narrative element, with the rhythmic, repetitive sounds suggesting small scampering feet.","[Vision-Key-Elements]
- Person (Pose/Action):
- Objects: guinea pigs, cage, hay, glass bowl
- Scene: indoor setting, possibly a home or laboratory
- Motion:
- Interaction:
- Visual Cues: guinea pigs eating hay, sniffing hay, looking at camera, brown and white coloration, metal cage, wire mesh door, glass bowl with hay, guinea pigs in cage together.","[guinea pigs eating hay, guinea pigs sniffing hay, guinea pigs looking at camera, guinea pigs in cage together, guinea pigs brown and white coloration, metal cage, wire mesh door, glass bowl with hay]","[guinea pigs, rodent noises, scampering feet, muffled audio, faint sounds]","The video begins with a group of guinea pigs gathered around a pile of hay. Then, the guinea pigs are seen nibbling on the hay and moving around the pile. Next, one of the guinea pigs moves away from the pile and towards the right side of the frame. Finally, the remaining guinea pigs continue to eat the hay.",Start: A high-pitched squeaking sound occurs. Then: The squeaking continues for several seconds. Next: A brief silence follows the squeaking. Finally: An elastic squeaking sound is heard.,"The video begins with a group of guinea pigs gathered around a pile of hay, where they are nibbling on the hay and moving around the pile. One of the guinea pigs then moves away from the pile and towards the right side of the frame, while the remaining guinea pigs continue to eat the hay. The video is accompanied by a high-pitched squeaking sound from the guinea pigs, which continues for several seconds before a brief silence, followed by an elastic squeaking sound."
"Rodents, rats, mice",HnfWFs-WAaI,good,0,6,train,"A small, gray and white hamster is nestled in a bed of brown paper shavings. It is partially hidden by the shavings, with only its head and back visible. The hamster shifts slightly, moving its head and paws, but remains mostly stationary throughout the video.","The audio features a series of distinct clicking and rustling sounds, possibly from small objects being handled or moved. There is no discernible music or speech present. The overall tone is neutral, with a focus on tactile auditory sensations.","[Vision-Key-Elements]
- Person (Pose/Action): 
- Objects: small, gray and white hamster, bed of brown paper shavings
- Scene: 
- Motion: hamster shifting slightly, moving head and paws
- Interaction: 
- Visual Cues: small, gray and white hamster, hamster nestled in paper shavings, hamster's head and back visible, hamster shifting, hamster moving head and paws, hamster remaining mostly stationary","[hamster, hamster nestled in paper shavings, hamster's head and back visible, hamster shifting, hamster moving head and paws]","[hamster, rustling sounds, clicking sounds, small objects being handled]","The video begins with a close-up of a small animal, likely a hamster or gerbil, nestled in a pile of shredded paper. The animal is seen moving its head and body slightly, indicating it is alive and active. As the video progresses, the camera zooms in closer to the animal's face, revealing its small eyes and whiskers. The animal continues to move its head and body, occasionally sniffing or nibbling at the paper. The background remains consistent throughout the video, showing the same pile of shredded paper and a metal bowl filled with various seeds and nuts. The video ends with the animal still in the same position, continuing its subtle movements.","Start: Chickens clucking quietly together Then: Sudden loud click Next: Birds flapping wings vigorously Finally: Chickens resume their quiet gathering The audio transitions from the soothing sounds of chickens in a small pen to a startling human noise, followed by the excited wing flapping of these animals, and concludes with their return to the original state of peaceful coexistence.","The video begins with a close-up of a small animal, likely a hamster or gerbil, moving its head and body in a pile of shredded paper. As the camera zooms in closer, the animal's small eyes and whiskers are revealed. The background remains consistent throughout the video, showing the same pile of shredded paper and a metal bowl filled with various seeds and nuts. The video ends with the animal still in the same position, continuing its subtle movements. Meanwhile, the audio transitions from the soothing sounds of chickens in a small pen to a startling human noise, followed by the excited wing flapping of these animals, and concludes with their return to the original state of peaceful coexistence."
"Rodents, rats, mice",OOOBgAH8wcg,good,2,7,train,"A beaver is partially hidden in a grassy area, its body mostly obscured by tall grass and reeds. The beaver's head is visible, and it appears to be foraging, occasionally moving its head and sniffing the ground. The beaver remains stationary throughout the video, with only slight movements of its head and body as it interacts with its surroundings.","A woodpecker hammers repeatedly on a tree trunk, producing a series of sharp, rhythmic taps. The natural outdoor environment is evident from the consistent background noise of rustling leaves and occasional bird calls.","[Vision-Key-Elements]
- Person (Pose/Action): 
- Objects: beaver,
- Scene: grassy area
- Motion: beaver's head and body movements, camera likely stationary
- Interaction: beaver foraging, sniffing ground
- Visual Cues: beaver's head visible, foraging, moving head, sniffing ground, beaver's body mostly obscured, tall grass and reeds surrounding the beaver.","[beaver foraging, sniffing ground, beaver moving head, beaver's head visible, tall grass and reeds]","[woodpecker, hammering, rhythmic taps, rustling leaves, bird calls]","The video begins with a beaver sitting in the grass. The beaver is facing away from the camera and is looking at something in the distance. Then, the beaver turns its head to the right and looks at the camera. Finally, the beaver turns its head back to the left and continues to look at something in the distance.",Start: Birds chirping with wind blowing into a microphone Then: Insect buzzing in the air Next: Male bird calling with high-frequency tones Finally: Environmental sounds of rustling and possibly wind interference,"The video begins with a beaver sitting in the grass, facing away from the camera and looking at something in the distance. As the beaver turns its head to the right and looks at the camera, the audio background transitions from birds chirping with wind blowing into a microphone to an insect buzzing in the air. The beaver then turns its head back to the left and continues to look at something in the distance, while the audio background shifts to a male bird calling with high-frequency tones. The environmental sounds of rustling and possibly wind interference become audible in the background."
"Rodents, rats, mice",US_NJY_cGqw,good,0,10,train,"The video starts with a close-up of a guinea pig standing on a white surface. The guinea pig is brown and white, and it has a pink nose and black eyes. It is surrounded by small, beige pellets. The guinea pig looks around, moving its head from side to side. It then begins to eat the pellets, picking them up with its front paws and putting them in its mouth. The guinea pig continues to eat the pellets for the remainder of the video.","The audio contains a high-pitched, repetitive tone that resembles rodents or small animals making noises. There is a brief period of speech towards the end, but no music or specific environmental sounds are present.","[Vision-Key-Elements]
- Person (Pose/Action): -
- Objects: guinea pig, white surface, small, beige pellets
- Scene: close-up, white surface
- Motion: guinea pig moving its head, guinea pig eating pellets
- Interaction: guinea pig eating pellets
- Visual Cues: brown and white guinea pig, pink nose, black eyes, eating pellets with front paws, moving head from side to side, guinea pig on white surface, surrounded by beige pellets.","[brown and white guinea pig, guinea pig eating pellets, guinea pig moving head, guinea pig on white surface, surrounded by beige pellets]","[high-pitched tone, repetitive noise, guinea pig, small animal noises, speech]","The video starts with a small brown and white guinea pig sitting in a corner of a white cage. Then, the guinea pig looks around and makes various facial expressions. Next, the camera zooms in on the guinea pig's face as it continues to move its mouth and nose. Finally, the video ends with the guinea pig still sitting in the corner of the cage.",Start: Rat vocalizations and sounds of objects moving Then: A woman speaking in a neutral emotional state Next: Background electrical static or interference Finally: Consistent animal vocalizations,"The video begins with a guinea pig sitting in a cage, looking around and making facial expressions. The camera zooms in on the guinea pig's face, showing its mouth and nose moving. At the same time, rat vocalizations and sounds of objects moving can be heard in the background. The woman's voice is heard speaking in a neutral tone, but it's soon overpowered by background electrical static or interference. The video ends with the guinea pig still sitting in the cage, accompanied by consistent animal vocalizations."
"Rodents, rats, mice",TiUhiac-h9g,good,0,6,train,"A small squirrel is perched on a metal bar, its body facing the camera. A hand holding a bottle with a yellow cap appears in the frame. The squirrel uses its front paws to grip the bottle and attempts to remove the cap by twisting it with its teeth. The squirrel's tail hangs down, occasionally flicking back and forth.","The audio captures a natural environment with birds chirping followed by a person whistling. A speech segment concludes the sequence, presented in a neutral emotional context.","[Vision-Key-Elements]
- Person (Pose/Action): hand holding a bottle with a yellow cap
- Objects: metal bar, bottle with a yellow cap, squirrel
- Scene: background unclear
- Motion: squirrel's tail flicking back and forth
- Interaction: squirrel interacting with the bottle
- Visual Cues: squirrel perched on metal bar, squirrel gripping bottle with front paws, squirrel attempting to twist cap with teeth, squirrel's tail hanging down and flicking back and forth.","[squirrel perched on metal bar, squirrel gripping bottle, squirrel attempting to twist cap, squirrel's tail flicking back and forth]","[whistling, birds chirping, speech, squirrel sounds]",The video begins with a small squirrel sitting on a metal bar. A person is holding a bottle with a red liquid in front of the squirrel. The squirrel then uses its front paws to hold onto the bottle and drinks from it. The squirrel continues to drink from the bottle for several seconds. The video ends with the squirrel still drinking from the bottle.,Start: Someone begins talking to someone else Then: A dog whimper starts Next: The dog whimper continues while someone continues talking to someone else Finally: Someone else starts speaking,"The video begins with a squirrel drinking from a bottle. A person is holding the bottle in front of the squirrel, and the squirrel uses its front paws to hold onto the bottle and drink from it. The squirrel continues to drink from the bottle for several seconds. Meanwhile, a dog can be heard whimpering in the background, and someone is talking to someone else. The video ends with the squirrel still drinking from the bottle, and another person starts speaking."
"Rodents, rats, mice",OdA8N1rJiqI,good,0,10,train,"A hand gently strokes the head of a gray guinea pig. The guinea pig remains still, its eyes closed as it enjoys the petting. The hand moves from the top of the guinea pig's head down to its neck, continuing to pet it softly.","Persistent animal sounds resembling a rodent scurrying, followed by a man speaking with somber tones. No music or other environmental sounds detected.","[Vision-Key-Elements]
- Person (Pose/Action): hand gently strokes the head of a guinea pig
- Objects: guinea pig
- Scene: 
- Motion: hand moving from the top of the guinea pig's head to its neck
- Interaction: hand petting guinea pig
- Visual Cues: hand moving, petting the guinea pig, guinea pig's eyes closed, guinea pig remaining still, guinea pig's head and neck visible. Corrected to reflect the correct format of the answer.","[hand petting the guinea pig, guinea pig's eyes closed, guinea pig remaining still, guinea pig's head and neck visible, hand moving]","[guinea pig, animal sounds, rodent scurrying, man speaking]","The video begins with a close-up of a guinea pig being gently petted by a person. The guinea pig is lying down, and the person's hand is stroking its head and back. The guinea pig appears to be relaxed and enjoying the attention. The camera then zooms in on the guinea pig's face, showing its whiskers and nose in detail. The person continues to pet the guinea pig, and the guinea pig closes its eyes and seems to be content. The video ends with the guinea pig still lying down, looking very relaxed and comfortable.","Start: A person speaks in Russian with a calm, neutral tone Then: A beeping sound is heard briefly Next: The person in Russian continues speaking Finally: The audio ends with the person speaking in Russian","The video begins with a close-up of a guinea pig being gently petted by a person, with the guinea pig lying down and the person's hand stroking its head and back, showing the guinea pig to be relaxed and enjoying the attention. The camera then zooms in on the guinea pig's face, showing its whiskers and nose in detail. The person continues to pet the guinea pig, and the guinea pig closes its eyes and seems to be content. The video ends with the guinea pig still lying down, looking very relaxed and comfortable. Meanwhile, in the background, a person speaks in Russian with a calm, neutral tone, followed by a brief beeping sound, and finally, the person continues speaking in Russian until the audio ends."
"Rodents, rats, mice",1Y6VeYpbjTc,good,0,3,train,"A small, brown and white chinchilla is eating from a red bowl filled with a mixture of oats and other seeds. The chinchilla is sitting on a wooden floor and is using its front paws to pick up the food. It is chewing slowly and deliberately, and its eyes are half-closed.","The audio is dominated by the sounds of rodents moving, followed by the distinct chirping of a small insect. No clear speech or music is present.","[Vision-Key-Elements]
- Person (Pose/Action): 
- Objects: small brown and white chinchilla, red bowl, wooden floor, oats, seeds
- Scene: indoors or home environment
- Motion: chinchilla eating, using front paws, chewing
- Interaction:
- Visual Cues: eating from red bowl, using front paws to pick up food, chewing slowly, eyes half-closed, brown and white chinchilla, wooden floor, red bowl filled with oats and seeds.","[Chinchilla eating, using front paws to pick up food, chewing slowly, eyes half-closed, brown and white chinchilla, red bowl, oats, seeds]","[chinchilla sounds, rodent movement, insect chirping, eating sounds]","The video begins with a close-up shot of a small rodent, likely a guinea pig, eating from a red bowl filled with various seeds and grains. The rodent is seen nibbling on the food, occasionally pausing to look around. The camera remains stationary, focusing on the rodent's feeding activity. As the video progresses, the rodent continues to eat, showing no significant change in its behavior or the environment. The video concludes with the rodent still eating from the bowl.","Start: The distinct ringing of telephone-like sounds Then: The rustling and tapping noises Next: A quiet moment of silence with faint background noise Finally: The sounds of rustling and scratching resuming, accompanied by an electronic beep","The video begins with a close-up shot of a guinea pig eating from a red bowl filled with seeds and grains, showing no significant change in behavior or environment. The video ends with the guinea pig still eating from the bowl. Meanwhile, the audio starts with ringing telephone-like sounds, followed by rustling and tapping noises, then a brief moment of silence with faint background noise, and finally the sounds of rustling and scratching resume, accompanied by an electronic beep."
"Rodents, rats, mice",TnHgoYkQNJw,good,8,10,train,"0 - 1.3seconds, A guinea pig is seen sitting on the edge of a pet carrier. 1.6 - 5.8seconds, The camera pans to a hamster cage and back to the guinea pig. 5.9 - 10.2seconds, The guinea pig is then shown moving along the side of the carrier.","The audio features a continuous, high-pitched squeaking sound, likely produced by a small animal. There are no discernible speech or music elements present.","[Vision-Key-Elements]
- Person (Pose/Action): 
- Objects: guinea pig, pet carrier, hamster cage
- Scene: The video starts with a close-up shot of a person's hand holding a small rectangular box.
- Motion: 
- Interaction: 
- Visual Cues: guinea pig sitting on pet carrier, camera panning to hamster cage, guinea pig moving along pet carrier","[guinea pig sitting on pet carrier, guinea pig moving along pet carrier, camera panning to hamster cage]","[high-pitched squeaking sound, guinea pig, pet carrier, hamster cage]","The video begins with a close-up of a guinea pig sitting on a black surface. The camera then pans to the right, revealing a pink plastic container with a metal frame. Inside the container, there is a white bowl filled with food and some green vegetables. The camera then moves back to the left, focusing again on the guinea pig.",Start: A person is interacting with a pig. Then: They pet the animal on its head. Next: The pig responds with sounds of contentment. Finally: The person continues to interact with the animal.,"The video begins with a close-up of a guinea pig sitting on a black surface. The camera then pans to the right, revealing a pink plastic container with a metal frame. Inside the container, there is a white bowl filled with food and some green vegetables. The camera then moves back to the left, focusing again on the guinea pig. A person is interacting with the animal, petting it on its head, and the pig responds with sounds of contentment. The person continues to interact with the animal."
"Rodents, rats, mice",CkEHOGkaWVM,good,0,3,train,A small gray hamster is running in a clear plastic hamster wheel. The hamster is running clockwise around the wheel. The hamster's tail is visible as it runs. The hamster is running on a yellow surface inside the cage. There is a white container of food and a cardboard box with more food next to the hamster.,"The audio features loud, high-pitched squeaking sounds, likely produced by small animals or mechanisms.","[Vision-Key-Elements]
- Person (Pose/Action):
- Objects: small gray hamster
- Scene: inside a cage with a yellow surface
- Motion: hamster running clockwise in the wheel
- Interaction:
- Visual Cues: running in the hamster wheel, running clockwise, visible tail, yellow surface inside the cage, white container of food, cardboard box with food next to the hamster. corrected","[hamster running in the wheel, hamster running clockwise, visible hamster tail, yellow surface, white container of food, cardboard box with food]","[hamster wheel, squeaking sounds, hamster, small animal sounds]","The video starts with a hamster peeking out from inside a plastic wheel. Then, the hamster runs in the wheel. Next, the camera pans to the right, showing a yellow ramp and another hamster. Finally, the camera focuses on the second hamster as it moves around the cage.","Start: A single mouse squeaks continuously. Then: Multiple mice join, creating a persistent chorus of squeaking. Next: The noise level briefly dips when two mice momentarily pause. Finally: The collective animal sounds resume strongly.","The video begins with a hamster peeking out from inside a plastic wheel, running in the wheel, as a single mouse squeaks continuously in the background. The camera pans to the right, showing a yellow ramp and another hamster, while multiple mice join the chorus of squeaking. The noise level briefly dips when two mice momentarily pause, and then the collective animal sounds resume strongly as the camera focuses on the second hamster as it moves around the cage."
"Rodents, rats, mice",0Vs7nFMvXNY,good,0,10,train,"The video begins with a black rat perched on the top of a green metal wheel. The rat briefly looks around before dropping down and scurrying along the side of the clear plastic enclosure. It continues to move along the edge, passing a blue plastic bowl and a cardboard tube. The rat then drops down to the bottom of the enclosure and begins to eat from a small white dish.","In this audio, birds are chirping with a faint background of distant conversation. The audio quality is low, causing some loss of clarity. Despite the noise, the birds' vocalizations stand out, adding a natural ambiance to the recording.","[Vision-Key-Elements]
- Person (Pose/Action): 
- Objects: green metal wheel, clear plastic enclosure, blue plastic bowl, cardboard tube, small white dish
- Scene: 
- Motion: 
- Interaction: 
- Visual Cues: black rat on top of green metal wheel, rat looking around, rat dropping down, rat eating from small white dish, rat moving along edge of enclosure, passing blue plastic bowl and cardboard tube","[black rat on green metal wheel, rat looking around, rat dropping down, rat eating from small white dish, rat moving along enclosure edge, passing blue plastic bowl and cardboard tube]","[birds chirping, distant conversation, background noise]","The video begins with a hamster on top of a wheel in its cage. The hamster is standing on the edge of the wheel and looks around. Then, the hamster starts to run on the wheel. Next, the hamster stops running and climbs out of the cage. Finally, the hamster runs around the floor of the cage.","Start: Birds chirp and tweet. Then: A man speaks, his voice clear against the background. Next: An object is moved, creating rustling sounds on a surface. Finally: The sounds of the movement persist briefly.","The video begins with a hamster on top of a wheel in its cage, standing on the edge of the wheel and looking around. As the hamster starts to run on the wheel, birds chirp and tweet in the background. The hamster stops running and climbs out of the cage, where it continues to run around the floor. A man's voice is heard, speaking clearly against the background noise. As the hamster runs around the floor, an object is moved, creating rustling sounds on a surface. The sounds of the movement persist briefly as the hamster continues to run."
"Rodents, rats, mice",-b4JMeZ0b7o,good,0,10,train,A brown and white guinea pig is eating hay from a blue bowl. The guinea pig is standing on its hind legs and using its front paws to grab the hay. The guinea pig is eating the hay quickly and seems to be enjoying it.,"The audio consists of repetitive whimpering or squeaking sounds from a small animal, likely rodents, in a continuous stream without any breaks.","[Vision-Key-Elements]
- Person (Pose/Action):
- Objects: brown and white guinea pig, blue bowl, hay
- Scene:
- Motion: guinea pig eating hay, guinea pig standing on hind legs, guinea pig using front paws
- Interaction: guinea pig eating from blue bowl
- Visual Cues: guinea pig standing on hind legs, guinea pig using front paws to grab hay, guinea pig eating hay quickly, brown and white guinea pig, blue bowl with hay","[guinea pig standing on hind legs, guinea pig using front paws to grab hay, guinea pig eating hay, brown and white guinea pig, blue bowl with hay]","[guinea pig, whimpering, squeaking, eating, standing on hind legs, using front paws]","The video begins with a close-up of a guinea pig eating hay from a blue bowl. The scene remains focused on the guinea pig as it continues to eat, with occasional slight movements of its head. The video concludes with the guinea pig still eating from the bowl.","Start: An animal squeaks and rustles in the background. Then: A cat meows softly. Next: An owl hoots in the distance. Finally: The animals continue their interactions, with occasional soft rustling and vocalizations. (Background sounds of quiet rustling and occasional soft animal noises persist throughout.)","The video begins with a close-up of a guinea pig eating hay from a blue bowl. The guinea pig continues to eat with occasional slight movements of its head, accompanied by background sounds of an animal squeaking and rustling. A cat meows softly, followed by an owl hooting in the distance. The guinea pig remains focused on eating from the bowl, with the background sounds of quiet rustling and occasional soft animal noises persisting throughout, concluding with the guinea pig still eating from the bowl."
"Rodents, rats, mice",7RAzgVy3rIQ,good,0,7,train,"A white hamster is clinging to the side of its cage, upside down. It kicks its legs and squirms around, trying to get a grip. After a few seconds, it manages to flip over and falls into the bottom of the cage.","Metallic clanks intermingle with subtle electronic beeps, creating an industrial ambiance. The sounds suggest machinery or tools being used in a mechanical environment.","[Vision-Key-Elements]
- Person (Pose/Action):
- Objects: hamster, hamster cage
- Scene: indoor
- Motion: hamster moving around, flipping over, falling into the cage
- Interaction: hamster interacting with cage
- Visual Cues: hamster clinging to cage, kicking legs, squirming, flipping over, falling into cage, hamster in the bottom of the cage.","[hamster flipping over, hamster falling into the cage, hamster squirming, hamster clinging to cage, hamster kicking legs, hamster in the bottom of the cage]","[hamster, hamster cage, metallic clanks, electronic beeps, industrial ambiance, machinery, tools, mechanical environment]",The video begins with a white hamster inside a cage. The hamster is seen climbing up the side of the cage and then turning around to climb back down. The hamster continues to climb up and down the sides of the cage. The hamster then climbs to the top of the cage and falls out. The hamster is then seen running around on the floor outside of the cage.,Start: The camera lens falls over the surface. Then: The sound of clanking metallic objects continues in the background. Next: An animal bleats once. Finally: The metallic clanking sounds remain constant. (No further events are described in the audio with the given metadata.),"The hamster is initially seen climbing up and down the sides of its cage. The hamster then climbs to the top of the cage and falls out. The hamster is then seen running around on the floor outside of the cage. Meanwhile, the camera lens falls over the surface at the beginning, and the metallic clanking sounds continue in the background throughout the video. An animal bleats once, but this is the only audio event described in the given metadata."
"Rodents, rats, mice",Nhzfm5a_Ccc,good,0,10,train,"A video of three guinea pigs in a cage. One guinea pig is eating lettuce on the left side of the cage. The other two guinea pigs are in the middle of the cage, and they are sniffing each other. One of the guinea pigs in the middle then turns around and starts to eat hay.","A series of high-pitched squeaks and rustling noises, resembling the sounds of rodents, fill the audio. No distinct music or speech is present. The tones are sharp and repetitive, creating an atmosphere of small, furtively moving animals.","[Vision-Key-Elements]
- Person (Pose/Action): 
- Objects: guinea pigs, cage, lettuce, hay
- Scene: 
- Motion: 
- Interaction: guinea pigs sniffing each other, one guinea pig turns around to eat hay
- Visual Cues: guinea pigs in cage, one guinea pig eating lettuce, one guinea pig eating hay, guinea pigs sniffing each other, one guinea pig turns around to eat hay","[guinea pigs in cage, guinea pigs sniffing each other, guinea pig eating lettuce, guinea pig eating hay, guinea pig turns around]","[guinea pigs, rustling, squeaks, rodents, high-pitched noises]","The video starts with a view of three guinea pigs in a cage. The guinea pigs are moving around, and one of them is eating from a food dish. Then, the camera moves closer to the guinea pigs, and we can see them more clearly. Next, the camera focuses on two of the guinea pigs as they interact with each other. Finally, the camera zooms out, and we see all three guinea pigs again.","Start: Several pots with different shades of green are arranged in rows against a white wall in a structured setting. Then: The pots feature varying textures, including smooth and slightly glossy surfaces. Next: There is a subtle background hum, suggesting an indoor environment. Finally: The scene appears to be captured in a kitchen or shel","The video begins with a view of three guinea pigs in a cage, with one of them eating from a food dish. The camera then moves closer to the guinea pigs, allowing for a clearer view. Two of the guinea pigs interact with each other as the camera focuses on them. The scene then shifts back to a wider view of all three guinea pigs. Meanwhile, the audio description provides a separate narrative, detailing the arrangement of green pots against a white wall, their textures, and the background hum suggesting an indoor environment."
"Rodents, rats, mice",6vFGQG5S0sE,good,3,10,train,"The video starts with a close-up shot of a black and white guinea pig. The guinea pig is lying down and appears to be sleeping. The camera remains still for the first few seconds. Then, the guinea pig slowly opens its eyes and looks around. It blinks a few times and then closes its eyes again. The camera continues to focus on the guinea pig's face as it sleeps.","The audio captures the slight rustling of fabric and fabric moving against each other in a small, confined space. It creates a soft, rhythmic background noise typical of pet enclosures. There is no music or distinct spoken language. The tone is ambiguous without emotional cues, but the continuous noise","[Vision-Key-Elements]
- Person (Pose/Action):
- Objects: black
- Scene: indoor setting, possibly a cage
- Motion: guinea pig slowly opens eyes, blinks, closes eyes
- Interaction:
- Visual Cues: black and white guinea pig, guinea pig lying down, guinea pig sleeping, guinea pig opens eyes, guinea pig blinks, guinea pig closes eyes, guinea pig's face in focus.","[guinea pig opens eyes, guinea pig blinks, guinea pig closes eyes, guinea pig lying down, guinea pig sleeping, guinea pig's face in focus]","[guinea pig rustling, fabric noise, background noise, pet enclosure sounds]",The video starts with a close-up of a guinea pig's face. The camera then zooms in on the guinea pig's nose and mouth. The guinea pig is breathing heavily and its eyes are half-closed. The camera then zooms out to show the guinea pig's entire face. The guinea pig is sitting on a person's lap. The person is wearing a gray sweatshirt. The video ends with the guinea pig looking at the camera.,"Start: Recording begins with gentle, high-pitched oinking sounds Then: Continuous, rhythmic oinking continues throughout the duration Next: No change or additional sounds detected Finally: The audio ends with ongoing oinking noises","The video starts with a close-up of a guinea pig's face, breathing heavily with half-closed eyes, and zooms in on the nose and mouth. It then zooms out to show the guinea pig's entire face, sitting on a person's lap wearing a gray sweatshirt. The guinea pig looks at the camera before the video ends. The audio starts with gentle, high-pitched oinking sounds and continues with continuous, rhythmic oinking throughout the duration, ending with ongoing oinking noises."
"Rodents, rats, mice",TqF9Sx4H80k,good,0,4,train,A capybara is in a pool of water. A hand reaches into the frame and offers the capybara a leaf. The capybara takes the leaf from the hand and eats it. The hand then pets the capybara on its head and back. The capybara continues to eat leaves from the hand.,"A woman speaks while a dog pants and water splashes, suggesting an outdoor setting with a dog present.","[Vision-Key-Elements]
- Person (Pose/Action): 
- Objects: capybara, pool of water, hand, leaf
- Scene: 
- Motion: 
- Interaction: person interacts with capybara, capybara eats from hand
- Visual Cues: capybara in pool of water, hand reaching into frame, offering leaf, capybara taking leaf, eating leaf, hand petting capybara, capybara continuing to eat from hand","[capybara in pool of water, hand reaching into frame, offering leaf, capybara taking leaf, eating leaf, hand petting capybara, capybara continuing to eat from hand]","[woman speaking, dog panting, water splashing, outdoor setting, dog]","The video starts with a capybara in a pool, looking directly at the camera. Then, a hand appears and offers the capybara a piece of grass. The capybara eats the grass and continues to look at the camera. Next, the hand pets the capybara's nose, and the capybara closes its eyes and seems to enjoy the attention. Finally, the capybara turns away from the camera and swims away.","Start: Someone rubs a dog's head, accompanied by a woman saying something. Then: A woman speaks. Next: The dog sniffs or seeks attention near the woman. Finally: A splash sounds as the person in water touches and possibly plays with the dog.","The video begins with a capybara in a pool looking directly at the camera, then a hand offers it a piece of grass, which the capybara eats while continuing to look at the camera. The hand then pets the capybara's nose, causing it to close its eyes and enjoy the attention. The capybara turns away from the camera and swims away. Meanwhile, in the background, a woman is speaking, and a dog is being petted and seeking attention, with the sound of a splash occurring as the person in the water interacts with the dog."
